gdp_deflator,net_capital_export,average_provision_of_build_contract_moscow,deposits_rate,mortgage_growth,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm,timestamp,average_provision_of_build_contract,gdp_annual_growth,cpi,deposits_value,fixed_basket,micex,gdp_quart,mortgage_value,micex_cbi_tr,balance_trade_growth,balance_trade,ppi,usdrub,brent,deposits_growth,oil_urals,eurrub,gdp_annual,rts,gdp_quart_growth,micex_rgbi_tr,mortgage_rate
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.00975388765,1.00975388765,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-02,5.76,0.045037137000000005,353.2,10920215,12856.97,1515.89,14313.7,386388,196.89,10.1,15.386,434.4,29.1651,112.33,0.018590211000000002,111.29,41.4302,46308.5,1657.25,3.3,131.55,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.0075236830324499,1.0075236830324499,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-03,5.76,0.045037137000000005,353.2,10920215,12856.97,1515.89,14313.7,386388,198.24,10.1,15.386,434.4,29.1651,112.33,0.018590211000000002,111.29,41.4302,46308.5,1657.25,3.3,131.55,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.00599321954485,1.00599321954485,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-04,5.76,0.045037137000000005,353.2,10920215,12856.97,1515.89,14313.7,386388,198.24,10.1,15.386,434.4,29.1651,112.33,0.018590211000000002,111.29,41.4302,46308.5,1657.25,3.3,131.55,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.0049216227855,1.0049216227855,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-05,5.76,0.045037137000000005,353.2,10920215,12856.97,1492.83,14313.7,386388,198.24,10.1,15.386,434.4,29.4625,110.08,0.018590211000000002,111.29,41.5902,46308.5,1617.01,3.3,131.19,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.00921656043913,1.00921656043913,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-06,5.76,0.045037137000000005,353.2,10920215,12856.97,1499.7,14313.7,386388,203.16,10.1,15.386,434.4,29.6676,112.89,0.018590211000000002,111.29,41.5031,46308.5,1618.63,3.3,131.24,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.0138878491493701,1.0138878491493701,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-07,5.76,0.045037137000000005,353.2,10920215,12856.97,1546.52,14313.7,386388,203.16,10.1,15.386,434.4,29.4833,115.8,0.018590211000000002,111.29,41.4596,46308.5,1669.75,3.3,131.28,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.01886127008742,1.01886127008742,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-08,5.76,0.045037137000000005,353.2,10920215,12856.97,1556.46,14313.7,386388,205.19,10.1,15.386,434.4,29.6304,114.55,0.018590211000000002,111.29,41.2839,46308.5,1675.14,3.3,131.41,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.0190178877908,1.0190178877908,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-09,5.76,0.045037137000000005,353.2,10920215,12856.97,1518.22,14313.7,386388,205.75,10.1,15.386,434.4,30.0495,112.77,0.018590211000000002,111.29,41.1192,46308.5,1625.29,3.3,131.33,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.0191704758009499,1.0191704758009499,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-10,5.76,0.045037137000000005,353.2,10920215,12856.97,1518.22,14313.7,386388,205.75,10.1,15.386,434.4,30.0495,112.77,0.018590211000000002,111.29,41.1192,46308.5,1625.29,3.3,131.33,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.01957940050456,1.01957940050456,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-11,5.76,0.045037137000000005,353.2,10920215,12856.97,1518.22,14313.7,386388,205.46,10.1,15.386,434.4,30.0495,112.77,0.018590211000000002,111.29,41.1192,46308.5,1625.29,3.3,131.33,11.92
86.721,0.599708879,6.74,4.0,1.0495427640000001,9948.7728,0.18779066100000003,40311.3,-0.005,44898.7,0.16891735300000002,3322.047,286.952,106.6,6643.626,0.013999999999999999,0.708,73976.19863,856.4240789999999,0.708,0.292,0.891477685,53636.0,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218.0,18.77206579,99.9,99.8,99.5,43.9,95.7,55.3,99.9,0.3,75.79,6.2,5.53,715.1,155.22,94.02,66.28,51.15,44.25,37.73,30.63,793.3195607000001,#!,1391.7109380000002,89.0495,1.01994064266901,1.01994064266901,65.9,99.6,8180.755454000001,375.8,846.0,302.0,741.0,271.0,6943.0,565.0,0.45356,1240.0,269768.0,22.37,64.12,23587.0,230310.0,2011-09-12,5.76,0.045037137000000005,353.2,10920215,12856.97,1493.19,14313.7,386388,205.99,10.1,15.386,434.4,30.3381,112.25,0.018590211000000002,111.29,41.2856,46308.5,1566.64,3.3,131.3,11.92
